[19:26:24] [ERR] Failed to check the state of sock (session id: 07c89cbf-b381-4539-8429-81a2e0c619da, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:16:20] [ERR] Failed to check the state of sock (session id: 9631a592-09c5-41bc-89c2-5e93df451d05, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:17:21] [ERR] Failed to check the state of sock (session id: 52fa8bdb-bb8c-4114-86cb-0fcaed564bd1, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:17:31] [ERR] Failed to check the state of sock (session id: 52fa8bdb-bb8c-4114-86cb-0fcaed564bd1, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:17:41] [ERR] Failed to check the state of sock (session id: 52fa8bdb-bb8c-4114-86cb-0fcaed564bd1, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:17:51] [ERR] Failed to check the state of sock (session id: 52fa8bdb-bb8c-4114-86cb-0fcaed564bd1, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:18:01] [ERR] Failed to check the state of sock (session id: 52fa8bdb-bb8c-4114-86cb-0fcaed564bd1, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:19:02] [ERR] Failed to check the state of sock (session id: 9a982268-936b-4974-9e60-84f1edf483af, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:19:12] [ERR] Failed to check the state of sock (session id: 9a982268-936b-4974-9e60-84f1edf483af, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:19:22] [ERR] Failed to check the state of sock (session id: 9a982268-936b-4974-9e60-84f1edf483af, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:19:32] [ERR] Failed to check the state of sock (session id: 9a982268-936b-4974-9e60-84f1edf483af, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:19:42] [ERR] Failed to check the state of sock (session id: 9a982268-936b-4974-9e60-84f1edf483af, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:20:43] [ERR] Failed to check the state of sock (session id: 81033756-840d-42ef-b821-09d12368c22f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:20:53] [ERR] Failed to check the state of sock (session id: 81033756-840d-42ef-b821-09d12368c22f, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:21:03] [ERR] Failed to check the state of sock (session id: 81033756-840d-42ef-b821-09d12368c22f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:21:13] [ERR] Failed to check the state of sock (session id: 81033756-840d-42ef-b821-09d12368c22f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:21:23] [ERR] Failed to check the state of sock (session id: 81033756-840d-42ef-b821-09d12368c22f, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:22:45] [ERR] Failed to check the state of sock (session id: cbe844b1-da72-437b-85ae-b6d133f60eb5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:22:55] [ERR] Failed to check the state of sock (session id: cbe844b1-da72-437b-85ae-b6d133f60eb5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:23:05] [ERR] Failed to check the state of sock (session id: cbe844b1-da72-437b-85ae-b6d133f60eb5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:23:15] [ERR] Failed to check the state of sock (session id: cbe844b1-da72-437b-85ae-b6d133f60eb5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:23:25] [ERR] Failed to check the state of sock (session id: cbe844b1-da72-437b-85ae-b6d133f60eb5, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:24:46] [ERR] Failed to check the state of sock (session id: 06034490-eb6f-41a1-a3ff-6b92ebeda785, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:24:56] [ERR] Failed to check the state of sock (session id: 06034490-eb6f-41a1-a3ff-6b92ebeda785, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:25:06] [ERR] Failed to check the state of sock (session id: 06034490-eb6f-41a1-a3ff-6b92ebeda785, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:25:16] [ERR] Failed to check the state of sock (session id: 06034490-eb6f-41a1-a3ff-6b92ebeda785, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:25:26] [ERR] Failed to check the state of sock (session id: 06034490-eb6f-41a1-a3ff-6b92ebeda785, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:26:57] [ERR] Failed to check the state of sock (session id: b7eef54f-d477-4100-8424-5b7ffddc4164, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:27:07] [ERR] Failed to check the state of sock (session id: b7eef54f-d477-4100-8424-5b7ffddc4164, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:27:17] [ERR] Failed to check the state of sock (session id: b7eef54f-d477-4100-8424-5b7ffddc4164, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:27:27] [ERR] Failed to check the state of sock (session id: b7eef54f-d477-4100-8424-5b7ffddc4164, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:27:37] [ERR] Failed to check the state of sock (session id: b7eef54f-d477-4100-8424-5b7ffddc4164, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:28:28] [ERR] Failed to check the state of sock (session id: b1c21eed-0de1-4a63-9a4d-9115b17fca52, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:28:38] [ERR] Failed to check the state of sock (session id: b1c21eed-0de1-4a63-9a4d-9115b17fca52, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:28:48] [ERR] Failed to check the state of sock (session id: b1c21eed-0de1-4a63-9a4d-9115b17fca52, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:28:58] [ERR] Failed to check the state of sock (session id: b1c21eed-0de1-4a63-9a4d-9115b17fca52, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:29:08] [ERR] Failed to check the state of sock (session id: b1c21eed-0de1-4a63-9a4d-9115b17fca52, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:29:59] [ERR] Failed to check the state of sock (session id: 30449493-5c44-4ddb-be42-92fcbb08cdb8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:30:09] [ERR] Failed to check the state of sock (session id: 30449493-5c44-4ddb-be42-92fcbb08cdb8, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:30:19] [ERR] Failed to check the state of sock (session id: 30449493-5c44-4ddb-be42-92fcbb08cdb8, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:30:29] [ERR] Failed to check the state of sock (session id: 30449493-5c44-4ddb-be42-92fcbb08cdb8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:30:39] [ERR] Failed to check the state of sock (session id: 30449493-5c44-4ddb-be42-92fcbb08cdb8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:31:30] [ERR] Failed to check the state of sock (session id: f4399553-b283-46b2-87d7-bd2be11b844b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:31:40] [ERR] Failed to check the state of sock (session id: f4399553-b283-46b2-87d7-bd2be11b844b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:31:50] [ERR] Failed to check the state of sock (session id: f4399553-b283-46b2-87d7-bd2be11b844b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:32:00] [ERR] Failed to check the state of sock (session id: f4399553-b283-46b2-87d7-bd2be11b844b, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:32:10] [ERR] Failed to check the state of sock (session id: f4399553-b283-46b2-87d7-bd2be11b844b, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:33:32] [ERR] Failed to check the state of sock (session id: 8d710bd3-f075-4632-9df6-c8f8860d03d5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:33:42] [ERR] Failed to check the state of sock (session id: 8d710bd3-f075-4632-9df6-c8f8860d03d5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:33:52] [ERR] Failed to check the state of sock (session id: 8d710bd3-f075-4632-9df6-c8f8860d03d5, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:34:02] [ERR] Failed to check the state of sock (session id: 8d710bd3-f075-4632-9df6-c8f8860d03d5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:34:12] [ERR] Failed to check the state of sock (session id: 8d710bd3-f075-4632-9df6-c8f8860d03d5, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:35:33] [ERR] Failed to check the state of sock (session id: 3df59165-29a2-4696-ae4a-b342367851d8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:35:43] [ERR] Failed to check the state of sock (session id: 3df59165-29a2-4696-ae4a-b342367851d8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:35:53] [ERR] Failed to check the state of sock (session id: 3df59165-29a2-4696-ae4a-b342367851d8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:36:03] [ERR] Failed to check the state of sock (session id: 3df59165-29a2-4696-ae4a-b342367851d8, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:36:13] [ERR] Failed to check the state of sock (session id: 3df59165-29a2-4696-ae4a-b342367851d8, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:37:14] [ERR] Failed to check the state of sock (session id: 68158039-c713-462d-bbea-106c6f53a381, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:37:24] [ERR] Failed to check the state of sock (session id: 68158039-c713-462d-bbea-106c6f53a381, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:37:34] [ERR] Failed to check the state of sock (session id: 68158039-c713-462d-bbea-106c6f53a381, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:37:44] [ERR] Failed to check the state of sock (session id: 68158039-c713-462d-bbea-106c6f53a381, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:37:54] [ERR] Failed to check the state of sock (session id: 68158039-c713-462d-bbea-106c6f53a381, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:38:55] [ERR] Failed to check the state of sock (session id: 5c1c2696-3392-4da6-ad7e-05f7ca105e72, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:39:05] [ERR] Failed to check the state of sock (session id: 5c1c2696-3392-4da6-ad7e-05f7ca105e72, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:39:15] [ERR] Failed to check the state of sock (session id: 5c1c2696-3392-4da6-ad7e-05f7ca105e72, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:39:25] [ERR] Failed to check the state of sock (session id: 5c1c2696-3392-4da6-ad7e-05f7ca105e72, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:39:35] [ERR] Failed to check the state of sock (session id: 5c1c2696-3392-4da6-ad7e-05f7ca105e72, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:40:36] [ERR] Failed to check the state of sock (session id: ca474e8a-8497-4f24-b15f-e108ef6f5418, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:40:46] [ERR] Failed to check the state of sock (session id: ca474e8a-8497-4f24-b15f-e108ef6f5418, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:40:56] [ERR] Failed to check the state of sock (session id: ca474e8a-8497-4f24-b15f-e108ef6f5418, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:41:06] [ERR] Failed to check the state of sock (session id: ca474e8a-8497-4f24-b15f-e108ef6f5418, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:41:16] [ERR] Failed to check the state of sock (session id: ca474e8a-8497-4f24-b15f-e108ef6f5418, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:42:17] [ERR] Failed to check the state of sock (session id: e9362f83-54cc-426a-97a8-06660a584f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:42:27] [ERR] Failed to check the state of sock (session id: e9362f83-54cc-426a-97a8-06660a584f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:42:37] [ERR] Failed to check the state of sock (session id: e9362f83-54cc-426a-97a8-06660a584f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:42:47] [ERR] Failed to check the state of sock (session id: e9362f83-54cc-426a-97a8-06660a584f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:42:57] [ERR] Failed to check the state of sock (session id: e9362f83-54cc-426a-97a8-06660a584f42, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:44:29] [ERR] Failed to check the state of sock (session id: d769ac1e-e043-4a1b-a2b1-4777227f12dc, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:44:39] [ERR] Failed to check the state of sock (session id: d769ac1e-e043-4a1b-a2b1-4777227f12dc, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:44:49] [ERR] Failed to check the state of sock (session id: d769ac1e-e043-4a1b-a2b1-4777227f12dc, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:44:59] [ERR] Failed to check the state of sock (session id: d769ac1e-e043-4a1b-a2b1-4777227f12dc, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:45:09] [ERR] Failed to check the state of sock (session id: d769ac1e-e043-4a1b-a2b1-4777227f12dc, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:46:00] [ERR] Failed to check the state of sock (session id: e25f1636-2427-4dcc-8958-fe0e104dbef2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:46:10] [ERR] Failed to check the state of sock (session id: e25f1636-2427-4dcc-8958-fe0e104dbef2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:46:20] [ERR] Failed to check the state of sock (session id: e25f1636-2427-4dcc-8958-fe0e104dbef2, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:46:30] [ERR] Failed to check the state of sock (session id: e25f1636-2427-4dcc-8958-fe0e104dbef2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:46:40] [ERR] Failed to check the state of sock (session id: e25f1636-2427-4dcc-8958-fe0e104dbef2, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:48:02] [ERR] Failed to check the state of sock (session id: 0f755415-972b-4bb7-a1f8-4b1ad13505e0, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:48:12] [ERR] Failed to check the state of sock (session id: 0f755415-972b-4bb7-a1f8-4b1ad13505e0, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:48:22] [ERR] Failed to check the state of sock (session id: 0f755415-972b-4bb7-a1f8-4b1ad13505e0, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:48:32] [ERR] Failed to check the state of sock (session id: 0f755415-972b-4bb7-a1f8-4b1ad13505e0, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:48:42] [ERR] Failed to check the state of sock (session id: 0f755415-972b-4bb7-a1f8-4b1ad13505e0, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:49:43] [ERR] Failed to check the state of sock (session id: dbb21c19-35d7-4395-970f-77f7e5742c4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:49:53] [ERR] Failed to check the state of sock (session id: dbb21c19-35d7-4395-970f-77f7e5742c4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:50:03] [ERR] Failed to check the state of sock (session id: dbb21c19-35d7-4395-970f-77f7e5742c4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:50:13] [ERR] Failed to check the state of sock (session id: dbb21c19-35d7-4395-970f-77f7e5742c4e, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:50:23] [ERR] Failed to check the state of sock (session id: dbb21c19-35d7-4395-970f-77f7e5742c4e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:51:24] [ERR] Failed to check the state of sock (session id: dab64d38-d652-400c-ac48-f3958130ea8a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:51:34] [ERR] Failed to check the state of sock (session id: dab64d38-d652-400c-ac48-f3958130ea8a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:51:44] [ERR] Failed to check the state of sock (session id: dab64d38-d652-400c-ac48-f3958130ea8a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:51:54] [ERR] Failed to check the state of sock (session id: dab64d38-d652-400c-ac48-f3958130ea8a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:52:04] [ERR] Failed to check the state of sock (session id: dab64d38-d652-400c-ac48-f3958130ea8a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:53:35] [ERR] Failed to check the state of sock (session id: b7535389-b870-487d-af51-0c63f76e43b6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:53:45] [ERR] Failed to check the state of sock (session id: b7535389-b870-487d-af51-0c63f76e43b6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:53:55] [ERR] Failed to check the state of sock (session id: b7535389-b870-487d-af51-0c63f76e43b6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:54:05] [ERR] Failed to check the state of sock (session id: b7535389-b870-487d-af51-0c63f76e43b6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:54:15] [ERR] Failed to check the state of sock (session id: b7535389-b870-487d-af51-0c63f76e43b6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:55:36] [ERR] Failed to check the state of sock (session id: 5a98ede4-9697-4103-8cd2-38846b188b27, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:55:46] [ERR] Failed to check the state of sock (session id: 5a98ede4-9697-4103-8cd2-38846b188b27, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:55:56] [ERR] Failed to check the state of sock (session id: 5a98ede4-9697-4103-8cd2-38846b188b27, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:56:06] [ERR] Failed to check the state of sock (session id: 5a98ede4-9697-4103-8cd2-38846b188b27, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:56:16] [ERR] Failed to check the state of sock (session id: 5a98ede4-9697-4103-8cd2-38846b188b27, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:57:07] [ERR] Failed to check the state of sock (session id: b3869e6e-3b46-4f6c-beae-72a951ce7652, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:57:17] [ERR] Failed to check the state of sock (session id: b3869e6e-3b46-4f6c-beae-72a951ce7652, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:57:27] [ERR] Failed to check the state of sock (session id: b3869e6e-3b46-4f6c-beae-72a951ce7652, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:57:37] [ERR] Failed to check the state of sock (session id: b3869e6e-3b46-4f6c-beae-72a951ce7652, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:57:47] [ERR] Failed to check the state of sock (session id: b3869e6e-3b46-4f6c-beae-72a951ce7652, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[21:58:48] [ERR] Failed to check the state of sock (session id: 12d5f680-6ff7-45c3-ad22-2261144f5fa9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:58:58] [ERR] Failed to check the state of sock (session id: 12d5f680-6ff7-45c3-ad22-2261144f5fa9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:59:08] [ERR] Failed to check the state of sock (session id: 12d5f680-6ff7-45c3-ad22-2261144f5fa9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:59:18] [ERR] Failed to check the state of sock (session id: 12d5f680-6ff7-45c3-ad22-2261144f5fa9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[21:59:28] [ERR] Failed to check the state of sock (session id: 12d5f680-6ff7-45c3-ad22-2261144f5fa9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:00:19] [ERR] Failed to check the state of sock (session id: f705fa26-c8ad-44b9-8aed-93e9824d7190, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:00:29] [ERR] Failed to check the state of sock (session id: f705fa26-c8ad-44b9-8aed-93e9824d7190, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:00:39] [ERR] Failed to check the state of sock (session id: f705fa26-c8ad-44b9-8aed-93e9824d7190, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:00:49] [ERR] Failed to check the state of sock (session id: f705fa26-c8ad-44b9-8aed-93e9824d7190, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:00:59] [ERR] Failed to check the state of sock (session id: f705fa26-c8ad-44b9-8aed-93e9824d7190, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:02:00] [ERR] Failed to check the state of sock (session id: 87a2c460-d62d-44fb-a922-5837c46aaf99, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:02:10] [ERR] Failed to check the state of sock (session id: 87a2c460-d62d-44fb-a922-5837c46aaf99, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:02:20] [ERR] Failed to check the state of sock (session id: 87a2c460-d62d-44fb-a922-5837c46aaf99, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:02:30] [ERR] Failed to check the state of sock (session id: 87a2c460-d62d-44fb-a922-5837c46aaf99, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:02:40] [ERR] Failed to check the state of sock (session id: 87a2c460-d62d-44fb-a922-5837c46aaf99, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:04:12] [ERR] Failed to check the state of sock (session id: bdb6f9ec-f77d-49ab-9ae8-5fdea4e9d14e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:04:22] [ERR] Failed to check the state of sock (session id: bdb6f9ec-f77d-49ab-9ae8-5fdea4e9d14e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:04:32] [ERR] Failed to check the state of sock (session id: bdb6f9ec-f77d-49ab-9ae8-5fdea4e9d14e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:04:42] [ERR] Failed to check the state of sock (session id: bdb6f9ec-f77d-49ab-9ae8-5fdea4e9d14e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:04:52] [ERR] Failed to check the state of sock (session id: bdb6f9ec-f77d-49ab-9ae8-5fdea4e9d14e, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:06:23] [ERR] Failed to check the state of sock (session id: f2b41f0c-ea51-43fe-8fce-5bda6a51dbd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:06:33] [ERR] Failed to check the state of sock (session id: f2b41f0c-ea51-43fe-8fce-5bda6a51dbd9, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:06:43] [ERR] Failed to check the state of sock (session id: f2b41f0c-ea51-43fe-8fce-5bda6a51dbd9, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:06:53] [ERR] Failed to check the state of sock (session id: f2b41f0c-ea51-43fe-8fce-5bda6a51dbd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:07:03] [ERR] Failed to check the state of sock (session id: f2b41f0c-ea51-43fe-8fce-5bda6a51dbd9, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:08:04] [ERR] Failed to check the state of sock (session id: b5b19ef4-7193-4a78-82c8-c01d3041f935, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:08:14] [ERR] Failed to check the state of sock (session id: b5b19ef4-7193-4a78-82c8-c01d3041f935, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:08:24] [ERR] Failed to check the state of sock (session id: b5b19ef4-7193-4a78-82c8-c01d3041f935, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:08:34] [ERR] Failed to check the state of sock (session id: b5b19ef4-7193-4a78-82c8-c01d3041f935, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:08:44] [ERR] Failed to check the state of sock (session id: b5b19ef4-7193-4a78-82c8-c01d3041f935, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:10:16] [ERR] Failed to check the state of sock (session id: 6679cf4f-8fbb-49e6-9574-8f7182fb881a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:10:26] [ERR] Failed to check the state of sock (session id: 6679cf4f-8fbb-49e6-9574-8f7182fb881a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:10:36] [ERR] Failed to check the state of sock (session id: 6679cf4f-8fbb-49e6-9574-8f7182fb881a, error: SSLError, message: [SSL: BAD_LENGTH] bad length (_ssl.c:2427))
[22:10:46] [ERR] Failed to check the state of sock (session id: 6679cf4f-8fbb-49e6-9574-8f7182fb881a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:10:56] [ERR] Failed to check the state of sock (session id: 6679cf4f-8fbb-49e6-9574-8f7182fb881a, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:11:57] [ERR] Failed to check the state of sock (session id: db59827a-92ee-4ce1-9d81-3395aa9514c6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
[22:12:07] [ERR] Failed to check the state of sock (session id: db59827a-92ee-4ce1-9d81-3395aa9514c6, error: SSLEOFError, message: EOF occurred in violation of protocol (_ssl.c:2427))
